"","exit","open.x","high.x","low.x","close.x","volume.x","spotPrice.x","return.x","logReturn.x","Date.x","pred.x","index","side.x","open.y","high.y","low.y","close.y","volume.y","spotPrice.y","return.y","logReturn.y","Date.y","pred.y","exit.y","side.y"
"12",16,53.2,53.2,53.2,53.2,0,53.2,-0.0155440414507771,-0.0156661167443994,2019-01-21,0.0137500973650113,15,"sell",53.95,54.51,52.04,53.01,951158,53.01,-0.00357142857142867,-0.00357782134788408,2019-01-22,0.0147832702239848,0,"buy"
"13",17,53.95,54.51,52.04,53.01,951158,53.01,-0.00357142857142867,-0.00357782134788408,2019-01-22,0.0147832702239848,16,"sell",52.95,53.64,51.86,52.62,951158,52.62,-0.00735710243350307,-0.00738429938756801,2019-01-23,-0.0103609371166057,0,"buy"
"14",18,52.95,53.64,51.86,52.62,951158,52.62,-0.00735710243350307,-0.00738429938756801,2019-01-23,-0.0103609371166057,17,"buy",52.45,53.47,52.07,53.13,714415,53.13,0.00969213226909926,0.00964546485070525,2019-01-24,-0.00519642803914196,0,"sell"
"15",21,53.56,53.64,51.33,51.99,650667,51.99,-0.031663252002235,-0.0321753720388536,2019-01-28,0.0100690565149024,20,"sell",52.12,53.93,51.84,53.31,660527,53.31,0.0253894979803808,0.0250725384390452,2019-01-29,-0.00768256576390067,0,"buy"
"16",24,54.28,55.37,53.62,53.79,731312,53.79,-0.00811359026369163,-0.00814668456781803,2019-01-31,0.0218867636661585,23,"sell",54.01,55.66,53.37,55.26,718650,55.26,0.0273284997211378,0.0269617432101193,2019-02-01,0.0063069114770548,0,"buy"
"17",27,54.86,55.21,53.47,53.66,622472,53.66,-0.0164956011730206,-0.0166331685377287,2019-02-05,0.0100594828658813,26,"sell",53.73,54.3,52.86,54.01,609756,54.01,0.00652254938501673,0.00650136960732163,2019-02-06,-0.0143107672942704,0,"buy"
"18",28,53.73,54.3,52.86,54.01,609756,54.01,0.00652254938501673,0.00650136960732163,2019-02-06,-0.0143107672942704,27,"buy",53.94,54.21,51.8,52.64,749010,52.64,-0.0253656730235141,-0.0256929275877379,2019-02-07,-0.00654045732096999,0,"sell"
"19",31,52.66,52.78,51.23,52.41,750242,52.41,-0.00588012139605465,-0.00589747738017691,2019-02-11,-0.0137397359331409,30,"buy",52.47,54.05,52.29,53.1,750242,53.1,0.0131654264453349,0.0130795154338183,2019-02-12,-0.00166669908251915,0,"sell"
"20",34,53.96,54.68,53.08,54.41,706552,54.41,0.00946196660482368,0.00941748258288243,2019-02-14,0.0139970374907026,33,"sell",54.48,55.87,54.24,55.59,623546,55.59,0.0216871898548063,0.0214553684675444,2019-02-15,0.0126553595549985,0,"buy"
"21",35,54.48,55.87,54.24,55.59,623546,55.59,0.0216871898548063,0.0214553684675444,2019-02-15,0.0126553595549985,34,"sell",56.15,56.73,55.66,56.45,838298,56.45,0.0154704083468249,0.0153519616302928,2019-02-19,0.0147542070178678,0,"buy"
"22",36,56.15,56.73,55.66,56.45,838298,56.45,0.0154704083468249,0.0153519616302928,2019-02-19,0.0147542070178678,35,"sell",56.39,57.6,55.77,57.16,838298,57.16,0.0125775022143488,0.0124990624659955,2019-02-20,0.0190118710548916,0,"buy"
"23",37,56.39,57.6,55.77,57.16,838298,57.16,0.0125775022143488,0.0124990624659955,2019-02-20,0.0190118710548916,36,"sell",57.24,57.61,56.64,56.96,546202,56.96,-0.00349895031490544,-0.00350508595794624,2019-02-21,0.0142311142209304,0,"buy"
"24",38,57.24,57.61,56.64,56.96,546202,56.96,-0.00349895031490544,-0.00350508595794624,2019-02-21,0.0142311142209304,37,"sell",56.84,57.81,56.71,57.26,546202,57.26,0.00526685393258419,0.00525303256624859,2019-02-22,0.00564247772010814,0,"buy"
"25",41,55.46,56.08,55.02,55.5,723012,55.5,0.000360490266762881,0.00036042530575807,2019-02-26,-0.0104283681207971,40,"buy",55.95,57.39,55.72,56.94,577227,56.94,0.0259459459459459,0.0256150610975026,2019-02-27,-0.0174896883038466,0,"sell"
"26",42,55.95,57.39,55.72,56.94,577227,56.94,0.0259459459459459,0.0256150610975026,2019-02-27,-0.0174896883038466,41,"buy",57,57.43,56.43,57.22,577227,57.22,0.00491745697225143,0.00490540577207264,2019-02-28,0.0114247952885951,0,"sell"
"27",43,57,57.43,56.43,57.22,577227,57.22,0.00491745697225143,0.00490540577207264,2019-02-28,0.0114247952885951,42,"sell",57.22,57.88,55.57,55.8,684186,55.8,-0.0248164977280672,-0.025129618234699,2019-03-01,0.0168714770630051,0,"buy"
"28",44,57.22,57.88,55.57,55.8,684186,55.8,-0.0248164977280672,-0.025129618234699,2019-03-01,0.0168714770630051,43,"sell",55.83,57,55.81,56.59,684186,56.59,0.0141577060931901,0.0140584217671674,2019-03-04,-0.00791806254285063,0,"buy"
"29",53,58.35,58.74,58,58.61,610616,58.61,0.00600755235152772,0.0059895789570494,2019-03-14,0.0113702625325675,52,"sell",58.51,58.95,57.74,58.52,567604,58.52,-0.00153557413410677,-0.00153675433641426,2019-03-15,0.0164880780291808,0,"buy"
"30",54,58.51,58.95,57.74,58.52,567604,58.52,-0.00153557413410677,-0.00153675433641426,2019-03-15,0.0164880780291808,53,"sell",58.75,59.54,58.37,59.38,512123,59.38,0.0146958304853042,0.0145888931836902,2019-03-18,0.00275920842311127,0,"buy"
"31",61,59.12,60.38,59.04,59.94,705399,59.94,0.0190411424685482,0.0188621287626682,2019-03-26,-0.0105004553032363,60,"buy",60.03,60.22,58.81,59.41,732150,59.41,-0.00884217550884214,-0.00888149952086705,2019-03-27,0.00612053685614429,0,"sell"
"32",66,61.81,62.75,61.6,62.58,793227,62.58,0.0160740379931805,0.015946218541784,2019-04-02,0.0184724333344895,65,"sell",62.64,62.99,62.05,62.46,799672,62.46,-0.00191754554170653,-0.00191938638580348,2019-04-03,0.0206489670649749,0,"buy"
"33",67,62.64,62.99,62.05,62.46,799672,62.46,-0.00191754554170653,-0.00191938638580348,2019-04-03,0.0206489670649749,66,"sell",62.5,62.77,61.89,62.1,799672,62.1,-0.00576368876080691,-0.00578036291549943,2019-04-04,0.00831161323046505,0,"buy"
"34",71,64.4,64.79,63.68,63.98,895767,63.98,-0.00652173913043497,-0.00654309858893617,2019-04-09,0.018014264916455,70,"sell",64.22,64.7,64.05,64.61,790677,64.61,0.00984682713347929,0.00979866304870222,2019-04-10,0.00907809285564963,0,"buy"
"35",80,65.75,66.6,65.58,66.3,763527,66.3,0.0114416475972541,0.011376686982108,2019-04-23,0.012751835270835,79,"sell",66.17,66.43,65.66,65.89,700598,65.89,-0.00618401206636499,-0.00620321226608828,2019-04-24,0.0180735909515246,0,"buy"
"36",81,66.17,66.43,65.66,65.89,700598,65.89,-0.00618401206636499,-0.00620321226608828,2019-04-24,0.0180735909515246,80,"sell",65.81,66.28,64.9,65.21,678386,65.21,-0.0103202306875095,-0.0103738535206177,2019-04-25,0.00383731411311849,0,"buy"
"37",84,62.95,63.69,62.46,63.5,1000836,63.5,0.00315955766192744,0.00315457674851557,2019-04-29,-0.0185052582660162,83,"buy",63.58,64.75,63.3,63.91,654076,63.91,0.0064566929133858,0.00643593776354441,2019-04-30,-0.0152601668659695,0,"sell"
"38",85,63.58,64.75,63.3,63.91,654076,63.91,0.0064566929133858,0.00643593776354441,2019-04-30,-0.0152601668659695,84,"buy",63.53,64.01,62.88,63.69,117929,63.69,-0.00344234079173833,-0.00344827927891593,2019-05-01,0.00459456721963133,0,"sell"
"39",88,61.43,62.95,60.04,62.25,768810,62.25,0.00500484339683571,0.00499236079976033,2019-05-06,-0.0138155064491887,87,"buy",62.17,62.49,60.66,61.4,842810,61.4,-0.0136546184738956,-0.0137487001917202,2019-05-07,-0.0134331358578339,0,"sell"
"40",89,62.17,62.49,60.66,61.4,842810,61.4,-0.0136546184738956,-0.0137487001917202,2019-05-07,-0.0134331358578339,88,"buy",61.44,62.37,61.07,62.12,842810,62.12,0.0117263843648208,0.0116581631273895,2019-05-08,-0.00304612701250169,0,"sell"
"41",100,62.95,63,61.03,61.42,766728,61.42,0.0468723367990456,0.0458069920749078,2019-05-22,-0.0269474330395034,99,"buy",61.31,61.41,57.33,57.91,1108052,57.91,-0.057147508954738,-0.058845433774978,2019-05-23,-0.0205327431627551,0,"sell"
"42",101,61.31,61.41,57.33,57.91,1108052,57.91,-0.057147508954738,-0.058845433774978,2019-05-23,-0.0205327431627551,100,"buy",58.21,59.1,57.5,58.63,1108052,58.63,0.0124330858228285,0.0123564297384253,2019-05-24,0.00194284250062762,0,"sell"
"43",103,58.94,59.57,58.13,59.14,1020323,59.14,0.00869861845471598,0.00866100344820741,2019-05-28,-0.0270758410974009,102,"buy",59.07,59.14,56.88,58.81,1124959,58.81,-0.00557997970916468,-0.00559560595246654,2019-05-29,0.010830209263014,0,"sell"
"44",104,59.07,59.14,56.88,58.81,1124959,58.81,-0.00557997970916468,-0.00559560595246654,2019-05-29,0.010830209263014,103,"sell",59.12,59.7,56.33,56.59,1124959,56.59,-0.0377486821969053,-0.0384796173174322,2019-05-30,0.00254032682115871,0,"buy"
"45",106,56.46,56.61,53.05,53.5,1031488,53.5,-0.054603286799788,-0.0561506372524716,2019-05-31,-0.0194673912186297,105,"buy",53.42,54.63,52.11,53.25,1031488,53.25,-0.00467289719626163,-0.00468384931242631,2019-06-03,-0.0450198942588584,0,"sell"
"46",107,53.42,54.63,52.11,53.25,1031488,53.25,-0.00467289719626163,-0.00468384931242631,2019-06-03,-0.0450198942588584,106,"buy",52.89,53.78,52.43,53.48,984308,53.48,0.00431924882629109,0.00430994764420794,2019-06-04,-0.0330211609052542,0,"sell"
"47",108,52.89,53.78,52.43,53.48,984308,53.48,0.00431924882629109,0.00430994764420794,2019-06-04,-0.0330211609052542,107,"buy",52.86,53.41,50.6,51.68,943186,51.68,-0.0336574420344053,-0.034236892759396,2019-06-05,-0.000777453638423471,0,"sell"
"48",110,51.66,53.3,51.17,52.59,943186,52.59,0.0176083591331271,0.0174551281269066,2019-06-06,-0.0120774067635778,109,"buy",53.1,54.32,52.62,53.99,828133,53.99,0.0266210306141852,0.0262728566289428,2019-06-07,-0.0114983739446206,0,"sell"
"49",111,53.1,54.32,52.62,53.99,828133,53.99,0.0266210306141852,0.0262728566289428,2019-06-07,-0.0114983739446206,110,"buy",54.24,54.84,53.05,53.26,828133,53.26,-0.0135210224115577,-0.0136132638444095,2019-06-10,0.0215126703714675,0,"sell"
"50",112,54.24,54.84,53.05,53.26,828133,53.26,-0.0135210224115577,-0.0136132638444095,2019-06-10,0.0215126703714675,111,"sell",53.43,54.04,52.91,53.27,687146,53.27,0.00018775816748029,0.000187740543121606,2019-06-11,0.00928886657531982,0,"buy"
"51",115,51.07,53.45,50.92,52.28,945024,52.28,0.0222917481423544,0.0220469188929807,2019-06-13,-0.0171576638087548,114,"buy",52.18,52.98,51.7,52.51,945024,52.51,0.00439938791124717,0.00438973889374676,2019-06-14,-0.0130688265975382,0,"sell"
"52",116,52.18,52.98,51.7,52.51,945024,52.51,0.00439938791124717,0.00438973889374676,2019-06-14,-0.0130688265975382,115,"buy",52.5,52.74,51.58,51.93,574229,51.93,-0.0110455151399733,-0.0111069697935403,2019-06-17,0.014572191145836,0,"sell"
"53",117,52.5,52.74,51.58,51.93,574229,51.93,-0.0110455151399733,-0.0111069697935403,2019-06-17,0.014572191145836,116,"sell",52.15,54.53,51.72,54.11,618302,54.11,0.0419795879067977,0.0411223537984164,2019-06-18,-0.00226278621080314,0,"buy"
"54",119,54.3,54.65,53.5,53.97,667512,53.97,-0.00258732212160417,-0.00259067502409251,2019-06-19,0.0118736298546961,118,"sell",54.38,57.37,54.35,57.07,854514,57.07,0.0574393181397073,0.0558502479180653,2019-06-20,0.0227357385256793,0,"buy"
"55",120,54.38,57.37,54.35,57.07,854514,57.07,0.0574393181397073,0.0558502479180653,2019-06-20,0.0227357385256793,119,"sell",57.26,57.98,56.66,57.43,854514,57.43,0.00630804275451191,0.00628823032758834,2019-06-21,0.0233567197359996,0,"buy"
"56",121,57.26,57.98,56.66,57.43,854514,57.43,0.00630804275451191,0.00628823032758834,2019-06-21,0.0233567197359996,120,"sell",57.72,58.22,56.75,57.9,676047,57.9,0.00818387602298443,0.00815056970274433,2019-06-24,0.0353594446732376,0,"buy"
"57",122,57.72,58.22,56.75,57.9,676047,57.9,0.00818387602298443,0.00815056970274433,2019-06-24,0.0353594446732376,121,"sell",57.74,58.84,57.2,57.83,673140,57.83,-0.00120898100172717,-0.00120971240882273,2019-06-25,0.00712900260029145,0,"buy"
"58",125,59.27,59.73,58.61,59.43,686817,59.43,0.000842034355001742,0.000841680042955567,2019-06-27,0.0109035329729117,124,"sell",59.22,59.8,57.75,58.47,556101,58.47,-0.0161534578495709,-0.0162853471909901,2019-06-28,0.0155973654258436,0,"buy"
"59",126,59.22,59.8,57.75,58.47,556101,58.47,-0.0161534578495709,-0.0162853471909901,2019-06-28,0.0155973654258436,125,"sell",59.27,60.28,58.34,59.09,674887,59.09,0.0106037284077305,0.0105479031700041,2019-07-01,-0.0064900458350952,0,"buy"
"60",129,56.49,57.48,56.04,57.34,878938,57.34,0.0193777777777779,0.0191924193706944,2019-07-03,-0.0147313993229634,128,"buy",57.04,57.82,56.29,57.51,698015,57.51,0.00296477153819308,0.00296038527043889,2019-07-05,-0.0189153940914749,0,"sell"
"61",130,57.04,57.82,56.29,57.51,698015,57.51,0.00296477153819308,0.00296038527043889,2019-07-05,-0.0189153940914749,129,"buy",57.77,58.46,57.3,57.66,698015,57.66,0.00260824204486165,0.0026048464845932,2019-07-08,0.0122973508909778,0,"sell"
"62",131,57.77,58.46,57.3,57.66,698015,57.66,0.00260824204486165,0.0026048464845932,2019-07-08,0.0122973508909778,130,"sell",57.56,59.1,57.29,57.83,551872,57.83,0.00294831772459236,0.00294397995987069,2019-07-09,0.00282127644954927,0,"buy"
"63",134,60.44,60.94,60.14,60.2,690656,60.2,-0.00380605659440669,-0.00381331805869174,2019-07-11,0.0211090238497092,133,"sell",60.46,60.74,59.93,60.21,573019,60.21,0.000166112956810682,0.000166099161581162,2019-07-12,0.0239016182651969,0,"buy"
"64",135,60.46,60.74,59.93,60.21,573019,60.21,0.000166112956810682,0.000166099161581162,2019-07-12,0.0239016182651969,134,"sell",60.25,60.92,59.2,59.58,566818,59.58,-0.0104633781763827,-0.0105185041912202,2019-07-15,-0.00207940977574908,0,"buy"
"65",138,57.52,58.36,56.21,56.78,712540,56.78,-0.01457827143353,-0.0146855786115572,2019-07-17,-0.0201448875288939,137,"buy",56.72,57.45,54.85,55.42,764491,55.42,-0.0239520958083832,-0.0242436116099927,2019-07-18,-0.0249721316170477,0,"sell"
"66",139,56.72,57.45,54.85,55.42,764491,55.42,-0.0239520958083832,-0.0242436116099927,2019-07-18,-0.0249721316170477,138,"buy",55.84,56.49,55.12,55.76,764491,55.76,0.00613496932515334,0.00611622701743605,2019-07-19,-0.0186175377169084,0,"sell"
"67",140,55.84,56.49,55.12,55.76,764491,55.76,0.00613496932515334,0.00611622701743605,2019-07-19,-0.0186175377169084,139,"buy",56.2,57.04,55.83,56.22,734388,56.22,0.00824964131994266,0.00821579902611742,2019-07-22,-0.0109429458333098,0,"sell"
"68",141,56.2,57.04,55.83,56.22,734388,56.22,0.00824964131994266,0.00821579902611742,2019-07-22,-0.0109429458333098,140,"buy",56.17,57.47,55.74,56.77,619483,56.77,0.00978299537531124,0.009735451704249,2019-07-23,0.00705911544158249,0,"sell"
"69",148,58.34,58.82,57.81,58.58,614001,58.58,0.00913006029285102,0.00908863325568694,2019-07-31,0.0157459624424175,147,"sell",57.85,57.99,53.59,53.95,886748,53.95,-0.0790372140662341,-0.0823356496954436,2019-08-01,0.0157398128914056,0,"buy"
"70",149,57.85,57.99,53.59,53.95,886748,53.95,-0.0790372140662341,-0.0823356496954436,2019-08-01,0.0157398128914056,148,"sell",54.54,56.05,54.15,55.66,886748,55.66,0.0316960148285448,0.0312040643936009,2019-08-02,-0.0289505960987026,0,"buy"
"71",150,54.54,56.05,54.15,55.66,886748,55.66,0.0316960148285448,0.0312040643936009,2019-08-02,-0.0289505960987026,149,"buy",55.38,55.61,54.22,54.69,823844,54.69,-0.0174272367948257,-0.0175808787390633,2019-08-05,-0.031186240032516,0,"sell"
"72",151,55.38,55.61,54.22,54.69,823844,54.69,-0.0174272367948257,-0.0175808787390633,2019-08-05,-0.031186240032516,150,"buy",54.95,55.42,53.29,53.63,823844,53.63,-0.019381971109892,-0.0195722643638475,2019-08-06,0.0104836743897119,0,"sell"
"73",152,54.95,55.42,53.29,53.63,823844,53.63,-0.019381971109892,-0.0195722643638475,2019-08-06,0.0104836743897119,151,"sell",53.42,53.77,50.52,51.09,1063214,51.09,-0.0473615513705016,-0.0485198296521272,2019-08-07,-0.0182612095033774,0,"buy"
"74",153,53.42,53.77,50.52,51.09,1063214,51.09,-0.0473615513705016,-0.0485198296521272,2019-08-07,-0.0182612095033774,152,"buy",52.33,53.06,51.94,52.54,1063214,52.54,0.0283812879232725,0.0279860009146871,2019-08-08,-0.031459542537813,0,"sell"
"75",154,52.33,53.06,51.94,52.54,1063214,52.54,0.0283812879232725,0.0279860009146871,2019-08-08,-0.031459542537813,153,"buy",52.88,54.92,52.37,54.5,726386,54.5,0.0373049105443473,0.0366259174118047,2019-08-09,-0.0146275890006109,0,"sell"
"76",155,52.88,54.92,52.37,54.5,726386,54.5,0.0373049105443473,0.0366259174118047,2019-08-09,-0.0146275890006109,154,"buy",54.32,55.18,53.54,54.93,726386,54.93,0.00788990825688063,0.00785894568533054,2019-08-12,0.0322471270934145,0,"sell"
"77",156,54.32,55.18,53.54,54.93,726386,54.93,0.00788990825688063,0.00785894568533054,2019-08-12,0.0322471270934145,155,"sell",54.73,57.47,54.21,57.1,783486,57.1,0.0395048243218643,0.0387444693074356,2019-08-13,0.024607189076088,0,"buy"
"78",157,54.73,57.47,54.21,57.1,783486,57.1,0.0395048243218643,0.0387444693074356,2019-08-13,0.024607189076088,156,"sell",56.74,56.85,53.97,55.23,783486,55.23,-0.0327495621716288,-0.0332978327488685,2019-08-14,0.0215591406321401,0,"buy"
"79",158,56.74,56.85,53.97,55.23,783486,55.23,-0.0327495621716288,-0.0332978327488685,2019-08-14,0.0215591406321401,157,"sell",54.9,55.33,53.77,54.47,718293,54.47,-0.0137606373347818,-0.0138561925175131,2019-08-15,0.00829906455799571,0,"buy"
"80",160,54.74,55.67,54.26,54.87,527866,54.87,0.00734349183036542,0.007316659675301,2019-08-16,-0.0245351777943363,159,"buy",54.95,56.32,54.79,56.14,584014,56.14,0.0231456169127029,0.0228818198628526,2019-08-19,-0.00463241436160886,0,"sell"
"81",162,56.13,56.6,55.16,56.13,659258,56.13,-0.000178126113288157,-0.000178141979628443,2019-08-20,0.0141810727593814,161,"sell",56.05,57.13,55.55,55.68,704035,55.68,-0.00801710315339399,-0.00804941292794382,2019-08-21,0.013079521966844,0,"buy"
"82",163,56.05,57.13,55.55,55.68,704035,55.68,-0.00801710315339399,-0.00804941292794382,2019-08-21,0.013079521966844,162,"sell",55.94,56.46,54.85,55.35,704035,55.35,-0.00592672413793105,-0.00594435687151834,2019-08-22,-0.00355428731763928,0,"buy"
"83",166,53.25,55.26,52.96,53.64,807151,53.64,-0.00978401329148981,-0.00983219125632978,2019-08-26,-0.012566109658092,165,"buy",53.76,55.72,53.69,54.93,679022,54.93,0.0240492170022371,0.0237645889410512,2019-08-27,-0.0163248964836709,0,"sell"
"84",167,53.76,55.72,53.69,54.93,679022,54.93,0.0240492170022371,0.0237645889410512,2019-08-27,-0.0163248964836709,166,"buy",55.71,56.75,55.34,55.78,674048,55.78,0.015474239941744,0.0153557348448138,2019-08-28,0.00484360458482684,0,"sell"
"85",169,55.88,56.89,55.43,56.71,674048,56.71,0.0166726425242023,0.0165351798265938,2019-08-29,0.02035507931864,168,"sell",56.63,56.72,54.55,55.1,708268,55.1,-0.0283900546640804,-0.0288008458670678,2019-08-30,0.0160025272080328,0,"buy"
"86",170,56.63,56.72,54.55,55.1,708268,55.1,-0.0283900546640804,-0.0288008458670678,2019-08-30,0.0160025272080328,169,"sell",55,55.24,52.84,53.94,970804,53.94,-0.0210526315789474,-0.021277398447285,2019-09-03,-0.00278540339385547,0,"buy"
"87",172,53.92,56.58,53.84,56.26,970804,56.26,0.043010752688172,0.0421114853501268,2019-09-04,-0.0252095064312334,171,"buy",55.95,57.76,55.75,56.3,712466,56.3,0.000710984713828688,0.000710732083933943,2019-09-05,0.00663541790233634,0,"sell"
"88",174,56.19,56.95,54.83,56.52,714294,56.52,0.00390763765541746,0.00390002267068205,2019-09-06,0.0247463840520686,173,"sell",56.8,58.16,56.58,57.85,714294,57.85,0.0235314932767161,0.0232588958233588,2019-09-09,0.00210258257284538,0,"buy"
"89",176,58.03,58.76,57.2,57.4,755472,57.4,-0.00777873811581686,-0.00780915031416494,2019-09-10,0.0123963332416941,175,"sell",57.89,58.3,55.61,55.75,858772,55.75,-0.0287456445993031,-0.0291668929852925,2019-09-11,0.0100149698227228,0,"buy"
"90",177,57.89,58.3,55.61,55.75,858772,55.75,-0.0287456445993031,-0.0291668929852925,2019-09-11,0.0100149698227228,176,"sell",55.93,56.34,54,55.09,858772,55.09,-0.0118385650224214,-0.0119091988556029,2019-09-12,-0.0168266013155006,0,"buy"
"91",178,55.93,56.34,54,55.09,858772,55.09,-0.0118385650224214,-0.0119091988556029,2019-09-12,-0.0168266013155006,177,"buy",55.15,55.68,54.44,54.85,845977,54.85,-0.00435650753312766,-0.00436602476338597,2019-09-13,-0.0214306865912522,0,"sell"
"92",179,55.15,55.68,54.44,54.85,845977,54.85,-0.00435650753312766,-0.00436602476338597,2019-09-13,-0.0214306865912522,178,"buy",61.48,63.38,58.77,62.9,1404916,62.9,0.146763901549681,0.136943976985156,2019-09-16,-0.00859552991818996,0,"sell"
"93",181,61.96,62.59,58.46,59.34,1404916,59.34,-0.056597774244833,-0.0582625488437191,2019-09-17,0.060943071129846,180,"sell",58.81,59.43,57.67,58.11,993237,58.11,-0.0207280080889788,-0.0209458487756616,2019-09-18,0.0589154337686538,0,"buy"
"94",182,58.81,59.43,57.67,58.11,993237,58.11,-0.0207280080889788,-0.0209458487756616,2019-09-18,0.0589154337686538,181,"sell",58.17,59.49,58.02,58.19,722337,58.19,0.00137669936327645,0.00137575258156426,2019-09-19,-0.0410903051655821,0,"buy"
"95",183,58.17,59.49,58.02,58.19,722337,58.19,0.00137669936327645,0.00137575258156426,2019-09-19,-0.0410903051655821,182,"buy",58.69,59.24,57.93,58.09,722337,58.09,-0.00171850833476528,-0.00171998666413728,2019-09-20,-0.0111675020286707,0,"sell"
"96",184,58.69,59.24,57.93,58.09,722337,58.09,-0.00171850833476528,-0.00171998666413728,2019-09-20,-0.0111675020286707,183,"buy",59.25,59.39,57.37,58.64,576019,58.64,0.00946806679290746,0.00942352557395482,2019-09-23,0.0000500042349598356,0,"sell"
"97",188,56.69,56.84,55.41,56.41,599653,56.41,-0.00141617985484166,-0.0014171835852861,2019-09-26,-0.0190980261034456,187,"buy",56.51,56.76,54.75,55.91,599653,55.91,-0.00886367665307575,-0.00890319271333084,2019-09-27,-0.00853241119246927,0,"sell"
